TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,W_Rank,MOV_Rank,SRS_Rank,ORtg_Rank,NRtg_Rank,TS%_Rank,Post_ORtg_Rank,Post_NRtg_Rank,Post_TS_PCT_Rank,Team_3PM_per100_Rank,Team_AST_per100_Rank,Opp_TOV_forced_Rank,Clutch_Win_PCT_Rank,Post_AllStar_Win_PCT_Rank,DRtg_Rank,Post_DRtg_Rank,Team_TOV_per100_Rank,Opp_FG_PCT_Rank,Opp_FG3_PCT_Rank
LA Clippers,24.4,39.0,43.0,40,42,-0.46,0.38,-0.09,105.5,106.0,-0.5,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194,0,2001,0,0,0,0,0,West,4.387999999999998,29.0,,,,,,,,,,,,,,18.0,18.0,16.0,11.0,17.0,15.0,,,,,,,,,19.0,,,,
Toronto Raptors,29.3,42.0,40.0,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,1,2001,0,0,0,0,1,East,0.512000000000004,6.0,98.3,101.6,-3.3,0.498,5.2,24.0,15.8,0.441,0.346,16.9,0.563,0.406,1.0,15.0,17.0,19.0,22.0,17.0,24.0,24.0,21.0,26.0,15.0,13.0,5.0,9.0,19.0,9.0,16.0,16.0,10.0,8.0
Phoenix Suns,26.5,36.0,46.0,39,43,-0.68,0.39,-0.3,103.3,104.0,-0.7,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,0,2001,0,0,0,0,1,West,2.2879999999999967,19.0,98.3,101.5,-3.2,0.504,4.7,24.0,15.7,0.444,0.358,16.5,0.444,0.353,1.0,20.0,19.0,17.0,19.0,19.0,20.0,24.0,20.0,24.0,20.0,13.0,7.0,22.0,22.0,12.0,14.0,13.0,12.0,17.0
Washington Wizards,27.5,37.0,45.0,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13.0,71.4,0.214,0,2001,0,0,0,0,0,East,1.2879999999999967,13.0,101.4,105.5,-4.0,0.515,4.1,23.2,14.4,0.452,0.354,14.8,0.488,0.314,0.0,19.0,20.0,20.0,12.0,20.0,21.0,18.0,22.0,21.0,24.0,18.0,22.0,16.0,24.0,21.0,24.0,5.0,18.0,15.0
Miami Heat,30.1,36.0,46.0,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74.0,0.249,0,2001,0,0,0,0,0,East,1.3120000000000047,14.0,98.3,98.4,-0.1,0.508,4.2,22.7,16.6,0.425,0.342,15.4,0.472,0.514,1.0,20.0,21.0,21.0,27.0,21.0,24.0,24.0,16.0,23.0,23.0,22.0,17.0,17.0,17.0,3.0,4.0,22.0,2.0,6.0
Cleveland Cavaliers,26.0,29.0,53.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226,0,2001,0,0,0,0,0,East,2.7879999999999967,23.0,103.5,105.2,-1.6,0.531,5.1,25.0,15.8,0.457,0.394,14.1,0.45,0.412,0.0,24.0,22.0,22.0,14.0,22.0,13.0,10.0,19.0,11.0,19.0,6.0,26.0,21.0,18.0,27.0,23.0,16.0,22.0,28.0
New York Knicks,30.3,30.0,52.0,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.274,0.206,0.514,0.468,14.0,25.6,0.216,0.479,12.9,71.9,0.236,0,2001,0,0,0,0,0,East,1.512000000000004,15.0,100.5,105.5,-5.0,0.525,6.3,23.0,15.9,0.445,0.353,14.7,0.426,0.314,1.0,23.0,23.0,23.0,25.0,23.0,18.0,20.0,23.0,14.0,9.0,21.0,24.0,24.0,24.0,18.0,24.0,18.0,13.0,14.0
Atlanta Hawks,25.7,33.0,49.0,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218,0,2001,0,0,0,0,0,East,3.0879999999999974,25.0,99.9,101.0,-1.1,0.52,5.5,21.6,16.6,0.459,0.355,16.1,0.489,0.515,0.0,22.0,24.0,25.0,24.0,24.0,16.0,22.0,17.0,17.0,13.0,26.0,10.0,15.0,15.0,21.0,11.0,22.0,24.0,16.0
Houston Rockets,25.9,28.0,54.0,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.286,0.223,0.507,0.465,13.4,29.0,0.211,0.491,11.5,69.8,0.178,0,2001,0,0,0,0,0,West,2.887999999999998,24.0,99.0,107.0,-8.0,0.496,6.7,19.9,15.5,0.464,0.36,13.3,0.414,0.364,0.0,25.0,25.0,24.0,20.0,25.0,22.0,23.0,25.0,27.0,6.0,28.0,28.0,25.0,20.0,29.0,26.0,12.0,27.0,21.0
Golden State Warriors,24.8,21.0,61.0,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232,0,2001,0,0,0,0,0,West,3.987999999999996,28.0,101.2,107.5,-6.2,0.513,4.1,21.6,17.5,0.459,0.348,14.9,0.195,0.194,0.0,28.0,26.0,26.0,21.0,26.0,27.0,19.0,24.0,22.0,24.0,26.0,20.0,28.0,28.0,28.0,27.0,26.0,24.0,9.0
Denver Nuggets,28.2,27.0,55.0,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245,0,2001,0,0,0,0,0,West,0.5879999999999974,7.0,96.1,104.1,-8.0,0.496,5.6,24.1,16.0,0.459,0.361,15.6,0.463,0.351,0.0,26.0,27.0,27.0,26.0,27.0,29.0,27.0,25.0,27.0,12.0,11.0,15.0,19.0,23.0,26.0,19.0,20.0,24.0,22.0
Memphis Grizzlies,25.5,23.0,59.0,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68.0,0.197,0,2001,0,0,0,0,0,West,3.2879999999999967,26.0,95.6,104.2,-8.6,0.502,4.4,23.4,17.6,0.457,0.358,15.8,0.372,0.273,0.0,27.0,28.0,28.0,28.0,28.0,24.0,28.0,27.0,25.0,22.0,17.0,12.0,27.0,27.0,20.0,20.0,27.0,22.0,17.0
Chicago Bulls,25.5,21.0,61.0,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.497,13.7,71.4,0.239,0,2001,0,0,0,0,0,East,3.2879999999999967,26.0,100.0,108.9,-8.8,0.52,4.0,24.1,16.6,0.465,0.358,15.6,0.409,0.286,0.0,28.0,29.0,29.0,28.0,29.0,27.0,21.0,28.0,17.0,26.0,11.0,15.0,26.0,26.0,24.0,28.0,22.0,28.0,17.0
Dallas Mavericks,28.1,60.0,22.0,62,20,7.78,0.12,7.9,110.7,102.3,8.4,92.5,0.257,0.239,0.543,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,1,2002,0,0,0,0,2,West,0.6879999999999953,10.0,108.2,102.1,6.1,0.546,8.2,23.8,12.3,0.438,0.34,17.0,0.605,0.647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,12.0,8.0,4.0,7.0,9.0,15.0,1.0,11.0,8.0
Sacramento Kings,28.3,59.0,23.0,59,23,6.5,0.18,6.68,105.9,99.1,6.8,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,1,2002,1,0,0,1,1,West,0.487999999999996,6.0,105.0,97.4,7.5,0.542,6.1,25.5,14.9,0.42,0.32,15.8,0.65,0.806,1.0,3.0,2.0,2.0,6.0,2.0,5.0,9.0,2.0,6.0,9.0,3.0,15.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0
San Antonio Spurs,28.4,60.0,22.0,57,25,5.41,0.23,5.65,105.6,99.7,5.9,90.0,0.348,0.202,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,1,2002,0,0,0,1,1,West,0.3879999999999981,3.0,107.5,98.7,8.7,0.56,5.9,21.6,17.1,0.427,0.339,16.3,0.644,0.818,1.0,1.0,3.0,3.0,7.0,3.0,3.0,3.0,1.0,1.0,11.0,23.0,11.0,3.0,1.0,3.0,6.0,23.0,2.0,7.0
New Jersey Nets,27.3,49.0,33.0,56,26,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,1,2002,1,1,0,1,1,East,1.487999999999996,14.0,98.6,97.3,1.3,0.507,4.5,24.6,15.8,0.427,0.359,17.7,0.432,0.455,1.0,8.0,4.0,4.0,18.0,4.0,18.0,23.0,15.0,23.0,21.0,6.0,3.0,23.0,20.0,1.0,1.0,14.0,2.0,20.0
Detroit Pistons,29.0,50.0,32.0,52,30,3.68,-0.71,2.97,104.1,99.9,4.2,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74.0,0.225,1,2002,0,0,0,0,1,East,0.2120000000000033,1.0,101.6,99.6,2.0,0.517,7.3,22.1,15.1,0.438,0.344,15.7,0.565,0.514,1.0,5.0,5.0,5.0,15.0,5.0,14.0,16.0,11.0,19.0,5.0,18.0,17.0,9.0,13.0,4.0,8.0,7.0,11.0,12.0
Indiana Pacers,25.9,48.0,34.0,51,31,3.49,-0.7,2.79,104.6,100.8,3.8,91.6,0.344,0.169,0.522,0.469,13.7,29.0,0.263,0.458,14.3,72.3,0.228,1,2002,0,0,0,0,0,East,2.887999999999998,21.0,100.4,98.4,2.0,0.508,4.9,24.8,15.7,0.428,0.34,16.3,0.476,0.424,1.0,9.0,6.0,7.0,13.0,6.0,15.0,20.0,11.0,22.0,19.0,4.0,11.0,19.0,22.0,5.0,4.0,12.0,4.0,8.0
Portland Trail Blazers,29.2,50.0,32.0,49,33,2.61,0.36,2.97,105.5,102.6,2.9,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.194,1,2002,0,0,0,0,0,West,0.4120000000000026,5.0,105.2,102.3,2.9,0.547,5.1,24.8,16.7,0.45,0.341,17.0,0.575,0.529,1.0,5.0,7.0,5.0,8.0,7.0,6.0,8.0,7.0,2.0,18.0,4.0,8.0,7.0,11.0,13.0,16.0,21.0,20.0,11.0
Utah Jazz,30.9,47.0,35.0,48,34,2.39,0.37,2.76,105.5,102.8,2.7,89.3,0.38,0.104,0.537,0.486,16.0,32.5,0.283,0.468,15.2,70.2,0.256,1,2002,0,0,0,0,0,West,2.112000000000002,19.0,100.7,102.3,-1.6,0.531,3.0,28.1,18.4,0.434,0.349,17.4,0.541,0.545,1.0,11.0,8.0,8.0,8.0,8.0,4.0,18.0,20.0,15.0,27.0,1.0,4.0,13.0,10.0,15.0,16.0,26.0,6.0,16.0
Los Angeles Lakers,28.1,50.0,32.0,48,34,2.33,0.38,2.71,107.2,104.7,2.5,92.5,0.311,0.199,0.528,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241,1,2002,1,1,1,1,2,West,0.6879999999999953,10.0,108.0,103.3,4.7,0.544,6.2,24.5,15.3,0.443,0.38,15.3,0.578,0.743,1.0,5.0,9.0,9.0,4.0,9.0,7.0,2.0,5.0,5.0,7.0,7.0,22.0,5.0,3.0,19.0,20.0,11.0,17.0,28.0
Philadelphia 76ers,28.3,48.0,34.0,48,34,2.3,-0.55,1.76,105.0,102.5,2.5,91.4,0.339,0.119,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243,1,2002,0,0,0,0,0,East,0.487999999999996,6.0,105.4,99.2,6.2,0.535,3.2,23.0,15.8,0.452,0.354,18.3,0.571,0.697,1.0,9.0,10.0,12.0,11.0,9.0,17.0,7.0,3.0,11.0,26.0,14.0,2.0,8.0,4.0,11.0,7.0,14.0,21.0,18.0
Minnesota Timberwolves,28.2,51.0,31.0,47,35,2.07,0.39,2.46,106.1,103.8,2.3,91.9,0.268,0.118,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203,1,2002,0,0,0,0,1,West,0.5879999999999974,9.0,106.7,102.0,4.7,0.545,3.9,26.9,14.6,0.437,0.347,14.5,0.659,0.667,1.0,4.0,12.0,10.0,5.0,11.0,7.0,6.0,5.0,4.0,23.0,2.0,25.0,1.0,5.0,16.0,14.0,3.0,9.0,14.0
New Orleans Hornets,29.1,47.0,35.0,47,35,2.11,-0.59,1.52,103.9,101.6,2.3,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.219,0.464,14.0,73.1,0.226,1,2002,0,0,0,0,0,West,0.3120000000000047,2.0,100.5,97.5,2.9,0.504,5.4,24.0,16.1,0.438,0.338,15.9,0.543,0.656,0.0,11.0,11.0,14.0,16.0,11.0,25.0,19.0,7.0,24.0,13.0,10.0,14.0,12.0,6.0,7.0,3.0,18.0,11.0,6.0
Houston Rockets,25.9,43.0,39.0,46,36,1.48,0.42,1.89,104.3,102.6,1.7,88.8,0.316,0.196,0.522,0.474,14.8,30.3,0.243,0.462,12.6,72.4,0.209,0,2002,0,0,0,0,0,West,2.887999999999998,21.0,102.8,101.2,1.6,0.529,5.8,20.1,17.0,0.433,0.347,14.4,0.535,0.5,0.0,15.0,13.0,11.0,14.0,13.0,15.0,13.0,14.0,16.0,12.0,28.0,26.0,14.0,14.0,13.0,12.0,22.0,5.0,14.0
Phoenix Suns,25.2,44.0,38.0,44,38,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.211,0.47,14.8,70.3,0.222,1,2002,0,0,0,0,0,West,3.5879999999999974,24.0,103.6,101.0,2.5,0.533,5.2,22.5,15.8,0.438,0.32,17.1,0.577,0.469,0.0,13.0,14.0,13.0,19.0,14.0,20.0,11.0,9.0,14.0,16.0,17.0,7.0,6.0,19.0,11.0,11.0,14.0,11.0,1.0
Orlando Magic,26.9,42.0,40.0,41,41,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.307,0.235,0.526,0.478,13.3,27.0,0.239,0.486,15.1,71.1,0.25,1,2002,0,0,0,1,1,East,1.887999999999998,16.0,103.0,100.5,2.4,0.535,7.3,21.5,15.1,0.455,0.334,17.2,0.467,0.563,1.0,16.0,16.0,17.0,10.0,15.0,11.0,12.0,10.0,11.0,5.0,24.0,6.0,20.0,8.0,20.0,9.0,7.0,24.0,5.0
Milwaukee Bucks,29.3,42.0,40.0,42,40,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.287,0.229,0.543,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237,1,2002,0,0,0,0,0,East,0.512000000000004,8.0,107.4,107.2,0.2,0.538,7.7,24.0,13.7,0.458,0.375,15.5,0.5,0.5,0.0,16.0,15.0,16.0,2.0,15.0,1.0,4.0,16.0,8.0,4.0,10.0,18.0,15.0,14.0,28.0,27.0,2.0,26.0,26.0
Seattle SuperSonics,26.9,40.0,42.0,41,41,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,0.27,0.196,0.512,0.472,12.8,28.1,0.201,0.484,14.3,71.8,0.21,0,2002,0,0,0,0,1,West,1.887999999999998,16.0,102.5,100.8,1.7,0.525,6.2,24.1,14.7,0.447,0.344,16.4,0.479,0.559,1.0,18.0,17.0,15.0,19.0,17.0,23.0,15.0,13.0,17.0,7.0,9.0,10.0,18.0,9.0,17.0,10.0,4.0,19.0,12.0
Boston Celtics,26.9,44.0,38.0,40,42,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.306,0.331,0.514,0.47,13.4,23.6,0.227,0.471,15.1,72.5,0.242,1,2002,1,0,0,0,1,East,1.887999999999998,16.0,98.3,98.4,-0.1,0.51,9.5,20.7,15.1,0.435,0.331,17.3,0.551,0.515,1.0,13.0,18.0,19.0,24.0,18.0,20.0,24.0,17.0,20.0,1.0,26.0,5.0,11.0,12.0,7.0,4.0,7.0,7.0,4.0
Washington Wizards,28.4,37.0,45.0,38,44,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.325,0.127,0.513,0.46,13.0,27.3,0.253,0.477,13.8,71.6,0.212,0,2002,0,0,0,0,0,East,0.3879999999999981,3.0,99.6,103.5,-3.9,0.502,3.4,21.8,14.8,0.442,0.362,15.8,0.451,0.394,0.0,20.0,19.0,20.0,21.0,19.0,22.0,22.0,23.0,25.0,25.0,20.0,15.0,21.0,23.0,18.0,21.0,5.0,16.0,22.0
Golden State Warriors,24.4,38.0,44.0,38,44,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.343,0.178,0.526,0.472,13.9,35.0,0.267,0.482,12.2,67.9,0.22,0,2002,0,0,0,0,0,West,4.387999999999998,27.0,107.1,108.3,-1.2,0.537,5.4,21.7,16.4,0.452,0.372,14.2,0.449,0.5,0.0,19.0,20.0,18.0,3.0,20.0,11.0,5.0,19.0,10.0,13.0,22.0,27.0,22.0,14.0,29.0,28.0,20.0,21.0,25.0
New York Knicks,30.2,37.0,45.0,37,45,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.241,0.235,0.528,0.486,13.4,24.4,0.196,0.485,13.7,71.8,0.261,0,2002,0,0,0,0,0,East,1.4120000000000026,13.0,102.8,105.5,-2.7,0.538,8.0,23.6,15.1,0.457,0.34,15.5,0.483,0.471,0.0,20.0,21.0,21.0,12.0,21.0,7.0,13.0,22.0,8.0,3.0,13.0,18.0,17.0,18.0,23.0,25.0,7.0,25.0,8.0
Memphis Grizzlies,24.9,28.0,54.0,32,50,-3.23,0.63,-2.6,103.9,107.3,-3.4,92.7,0.287,0.19,0.526,0.487,14.2,27.0,0.212,0.491,13.4,68.7,0.197,0,2002,0,0,0,0,0,West,3.887999999999998,26.0,103.8,103.9,-0.2,0.539,6.0,24.2,16.2,0.46,0.363,15.5,0.429,0.441,0.0,24.0,22.0,22.0,16.0,22.0,11.0,10.0,18.0,7.0,10.0,8.0,18.0,24.0,21.0,27.0,22.0,19.0,27.0,23.0
Atlanta Hawks,27.2,35.0,47.0,31,51,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,0.313,0.177,0.527,0.476,15.7,27.9,0.248,0.469,12.1,70.4,0.221,0,2002,0,0,0,0,0,East,1.5879999999999974,15.0,100.8,102.8,-2.0,0.534,5.2,21.9,17.8,0.436,0.359,13.9,0.561,0.485,0.0,22.0,23.0,24.0,22.0,23.0,10.0,17.0,21.0,13.0,16.0,19.0,28.0,10.0,17.0,22.0,19.0,25.0,8.0,20.0
LA Clippers,25.3,27.0,55.0,29,53,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.335,0.182,0.516,0.467,14.8,29.1,0.252,0.481,13.1,70.2,0.222,0,2002,0,0,0,0,0,West,3.487999999999996,23.0,,,,,,,,,,,,,,25.0,24.0,23.0,22.0,24.0,19.0,,,,,,,,,25.0,,,,
Chicago Bulls,25.2,30.0,52.0,27,55,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,0.3,0.148,0.512,0.471,15.4,27.7,0.217,0.47,13.3,69.5,0.263,0,2002,0,0,0,0,0,East,3.5879999999999974,24.0,98.0,105.0,-7.0,0.525,4.4,22.7,17.7,0.439,0.323,15.4,0.486,0.394,0.0,23.0,26.0,26.0,26.0,25.0,23.0,25.0,25.0,17.0,22.0,16.0,21.0,16.0,23.0,21.0,24.0,24.0,15.0,3.0
Miami Heat,26.5,25.0,57.0,25,57,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,0.259,0.169,0.483,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257,0,2002,0,0,0,0,0,East,2.2879999999999967,20.0,92.9,101.4,-8.5,0.485,4.7,20.4,15.9,0.437,0.353,16.0,0.317,0.242,0.0,26.0,25.0,25.0,27.0,26.0,28.0,27.0,26.0,27.0,20.0,27.0,13.0,27.0,26.0,10.0,13.0,17.0,9.0,17.0
Toronto Raptors,27.6,24.0,58.0,24,58,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.282,0.179,0.497,0.458,13.6,28.2,0.203,0.489,13.1,70.7,0.226,0,2002,0,0,0,0,0,East,1.1879999999999953,12.0,99.8,105.6,-5.8,0.509,5.4,21.1,15.7,0.461,0.375,15.0,0.378,0.294,1.0,27.0,27.0,27.0,25.0,27.0,26.0,21.0,24.0,21.0,13.0,25.0,23.0,25.0,25.0,26.0,26.0,12.0,28.0,26.0
Denver Nuggets,24.1,17.0,65.0,17,65,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,0.283,0.126,0.469,0.428,17.1,31.3,0.198,0.477,16.5,73.3,0.29,0,2002,0,0,0,0,0,West,4.687999999999995,28.0,91.9,102.7,-10.7,0.473,3.0,23.0,20.0,0.443,0.37,18.6,0.212,0.152,0.0,28.0,28.0,28.0,29.0,28.0,29.0,28.0,28.0,28.0,27.0,14.0,1.0,28.0,28.0,6.0,18.0,28.0,17.0,24.0
Cleveland Cavaliers,23.5,17.0,65.0,16,66,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,0.298,0.133,0.491,0.444,16.4,31.0,0.223,0.484,13.0,73.2,0.252,0,2002,0,0,0,0,0,East,5.287999999999997,29.0,95.0,104.0,-9.0,0.5,3.7,21.8,19.1,0.453,0.358,14.8,0.361,0.219,0.0,28.0,29.0,29.0,28.0,29.0,27.0,26.0,27.0,26.0,24.0,20.0,24.0,26.0,27.0,24.0,23.0,27.0,23.0,19.0
San Antonio Spurs,27.3,57.0,25.0,62,20,7.22,0.29,7.51,102.2,94.1,8.1,89.2,0.322,0.177,0.511,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215,1,2003,1,1,1,1,1,West,1.487999999999996,13.0,103.4,93.4,10.0,0.527,5.5,22.6,16.2,0.409,0.327,16.9,0.538,0.759,1.0,3.0,1.0,1.0,15.0,1.0,19.0,8.0,2.0,10.0,15.0,17.0,10.0,12.0,2.0,1.0,2.0,13.0,1.0,4.0
Detroit Pistons,27.4,54.0,28.0,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,1,2003,1,0,0,0,1,East,1.387999999999998,11.0,101.1,87.4,13.7,0.523,4.5,23.1,16.8,0.413,0.302,17.8,0.556,0.75,1.0,6.0,2.0,4.0,18.0,2.0,19.0,14.0,1.0,14.0,24.0,13.0,4.0,9.0,4.0,2.0,1.0,20.0,3.0,1.0
Indiana Pacers,27.1,61.0,21.0,58,24,5.76,-0.82,4.93,103.8,97.2,6.6,87.5,0.319,0.203,0.52,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,1,2003,0,0,0,0,1,East,1.6879999999999953,15.0,104.4,96.0,8.3,0.54,6.1,24.3,16.2,0.432,0.324,17.8,0.705,0.759,1.0,1.0,3.0,5.0,9.0,2.0,10.0,4.0,3.0,5.0,9.0,8.0,4.0,2.0,2.0,3.0,4.0,13.0,9.0,3.0
Minnesota Timberwolves,29.7,58.0,24.0,57,25,5.49,0.37,5.86,105.9,99.7,6.2,89.0,0.265,0.137,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,1,2003,0,0,0,1,1,West,0.9120000000000026,5.0,102.8,94.9,7.9,0.524,4.4,25.4,14.0,0.414,0.334,14.9,0.643,0.7,1.0,2.0,4.0,2.0,5.0,4.0,5.0,10.0,4.0,13.0,25.0,3.0,25.0,3.0,6.0,6.0,3.0,2.0,4.0,6.0
Sacramento Kings,29.3,55.0,27.0,55,27,5.01,0.4,5.41,110.3,104.9,5.4,92.8,0.305,0.223,0.554,0.507,13.0,26.0,0.242,0.483,13.7,69.8,0.193,1,2003,0,0,0,0,1,West,0.512000000000004,2.0,104.0,102.7,1.4,0.541,7.7,27.7,14.6,0.454,0.339,15.8,0.605,0.563,1.0,5.0,5.0,3.0,2.0,5.0,1.0,6.0,9.0,4.0,2.0,1.0,19.0,4.0,9.0,21.0,20.0,4.0,25.0,10.0
Dallas Mavericks,27.4,52.0,30.0,53,29,4.44,0.42,4.86,112.1,107.4,4.7,93.2,0.256,0.201,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214,1,2003,1,0,0,0,2,West,1.387999999999998,11.0,111.9,105.2,6.7,0.548,6.5,25.1,12.8,0.459,0.363,15.9,0.55,0.633,1.0,7.0,6.0,6.0,1.0,6.0,3.0,1.0,5.0,1.0,7.0,5.0,18.0,10.0,8.0,26.0,25.0,1.0,27.0,24.0
Los Angeles Lakers,29.8,56.0,26.0,52,30,3.9,0.45,4.35,105.5,101.3,4.2,92.3,0.352,0.167,0.522,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,1,2003,0,0,0,1,2,West,1.012000000000004,6.0,104.3,98.6,5.7,0.53,4.7,25.2,14.6,0.44,0.337,16.2,0.756,0.781,1.0,4.0,7.0,7.0,6.0,7.0,8.0,5.0,7.0,9.0,22.0,4.0,15.0,1.0,1.0,8.0,7.0,4.0,16.0,7.0
New Jersey Nets,27.7,47.0,35.0,49,33,2.5,-0.63,1.88,100.8,98.0,2.8,89.4,0.291,0.176,0.515,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,1,2003,1,1,0,1,1,East,1.0879999999999974,7.0,99.0,98.0,1.0,0.522,5.0,26.9,16.2,0.427,0.35,17.7,0.455,0.516,1.0,9.0,8.0,10.0,25.0,8.0,14.0,22.0,11.0,15.0,21.0,2.0,6.0,18.0,13.0,4.0,6.0,13.0,5.0,18.0
Memphis Grizzlies,26.0,50.0,32.0,48,34,2.44,0.52,2.95,104.8,102.2,2.6,91.4,0.322,0.197,0.522,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251,1,2003,0,0,0,0,0,West,2.7879999999999967,21.0,102.3,99.2,3.1,0.526,5.8,25.0,16.0,0.436,0.338,18.2,0.563,0.667,0.0,8.0,9.0,8.0,7.0,9.0,8.0,11.0,8.0,11.0,10.0,6.0,1.0,7.0,7.0,11.0,9.0,10.0,12.0,8.0
Houston Rockets,28.3,45.0,37.0,47,35,1.73,0.55,2.28,100.9,99.0,1.9,87.8,0.286,0.227,0.528,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233,1,2003,0,0,0,0,0,West,0.487999999999996,1.0,99.3,101.0,-1.6,0.539,7.0,21.4,18.6,0.412,0.372,14.9,0.455,0.5,0.0,10.0,10.0,9.0,24.0,10.0,5.0,21.0,18.0,6.0,5.0,23.0,25.0,18.0,14.0,5.0,16.0,26.0,2.0,26.0
