TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Playoff_Ready_Players,Team_Total_VORP,Team_Avg_OBPM,Team_Avg_DBPM,Playoff_Core_VORP_Share,Core_Fatigue_MP,Bench_Tactical_BPM,Diff_PTS,Diff_eFG,Diff_REB,Diff_TOV,Elo_Score,Age_Diff_Rank,W_Rank,SRS_Rank,NRtg_Rank,ORtg_Rank,DRtg_Rank,MOV_Rank,TS%_Rank,Team_Total_VORP_Rank,Team_Avg_OBPM_Rank,Team_Avg_DBPM_Rank,Playoff_Core_VORP_Share_Rank,Bench_Tactical_BPM_Rank,Core_Fatigue_MP_Rank,Elo_Score_Rank,Diff_PTS_Rank,Diff_eFG_Rank,Diff_REB_Rank,Diff_TOV_Rank,Elite_Defense_Flag,Two_Way_Score,Two_Way_Rank,eFG_Diff,eFG_Diff_Rank,Superstar_Impact_Score,Superstar_Impact_Rank,Conf_Seed,Dynasty_Cluster,Is_Dynasty_Profile
Toronto Raptors,26.0,47.0,35.0,44,38,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.224,0.55,0.504,13.0,22.2,0.239,0.503,14.3,74.5,0.219,1,2006,0,0,0,0,0,East,2.7879999999999967,18.0,105.2,102.1,3.1,0.552,6.9,23.6,14.3,0.463,0.357,16.1,0.59,0.621,0,13.0,7.1,-1.108,-1.138,1.408,12887.0,-4.1,-2.9878048780487774,-0.0301532765392372,-2.670731707317074,-1.1463414634146345,1531.1012195121953,18.0,9.0,10.0,10.0,10.0,12.0,10.0,7.0,23.0,19.0,29.0,4.0,28.0,23.0,10.0,25.0,26.0,27.0,9.0,0,22.0,8.0,0.0010000000000000009,15.0,7.1,23.0,4.0,0,1
Miami Heat,29.3,44.0,38.0,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.232,1,2006,1,1,1,0,2,East,0.512000000000004,2.0,101.6,100.4,1.2,0.532,7.0,22.4,16.0,0.444,0.355,15.8,0.605,0.6,1,13.0,14.8,-0.631,0.223,1.02,11801.0,-2.267,3.86585365853658,0.0399622917867875,4.243902439024389,1.5,1492.8256097560975,2.0,11.0,18.0,17.0,24.0,8.0,17.0,15.0,6.0,10.0,11.0,22.0,15.0,13.0,15.0,5.0,3.0,1.0,23.0,1,32.0,17.0,0.02100000000000002,5.0,16.8,7.0,5.0,0,1
Washington Wizards,26.8,41.0,41.0,40,42,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71.0,0.249,1,2006,0,0,0,0,0,East,1.987999999999996,13.0,104.4,107.6,-3.2,0.538,7.1,21.1,14.4,0.473,0.377,16.4,0.426,0.375,1,11.0,12.3,-0.691,0.082,1.008,13614.0,-2.067,1.8536585365853568,-0.0183783008057284,-0.7560975609756042,-2.2317073170731714,1488.0,13.0,14.0,15.0,14.0,3.0,28.0,15.0,14.0,10.0,12.0,14.0,23.0,12.0,27.0,16.0,10.0,22.0,20.0,3.0,0,31.0,14.0,-0.026000000000000023,29.0,12.3,10.0,6.0,0,1
Brooklyn Nets,28.2,41.0,41.0,39,43,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,1,2006,0,0,0,0,0,East,0.5879999999999974,3.0,104.6,103.6,1.0,0.554,7.9,25.5,15.8,0.45,0.357,15.5,0.458,0.571,1,12.0,11.8,-2.158,0.525,1.254,13304.0,-5.9,1.3658536585365937,-0.0009710930077292,-0.3048780487804876,-0.7073170731707314,1485.0,3.0,14.0,16.0,16.0,16.0,15.0,16.0,10.0,11.0,30.0,7.0,7.0,30.0,25.0,17.0,13.0,16.0,15.0,11.0,0,31.0,14.0,0.014000000000000012,8.0,11.8,11.0,6.0,0,1
Orlando Magic,25.6,40.0,42.0,43,39,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.393,0.158,0.544,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.286,1,2006,0,0,0,0,0,East,3.1879999999999953,23.0,102.4,102.4,0.0,0.545,4.6,20.4,18.6,0.442,0.353,16.5,0.429,0.448,0,13.0,7.9,-0.254,-0.008,1.038,12283.0,-1.333,-1.0731707317073216,0.0059753441813457,1.756097560975611,1.7195121951219503,1501.591463414634,23.0,16.0,11.0,11.0,21.0,6.0,11.0,12.0,21.0,7.0,19.0,20.0,5.0,17.0,13.0,17.0,13.0,8.0,26.0,1,27.0,11.0,0.020000000000000018,6.0,7.9,21.0,8.0,0,1
Indiana Pacers,27.2,35.0,47.0,34,48,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271,0,2006,0,0,0,0,0,East,1.5879999999999974,10.0,98.6,106.3,-7.6,0.521,6.2,21.8,17.3,0.457,0.372,16.7,0.439,0.233,1,12.0,11.2,-0.583,0.783,0.902,10295.0,-0.5,1.8902439024390247,0.0233247200591567,0.8902439024390247,1.7317073170731714,1438.7487804878049,10.0,19.0,21.0,20.0,30.0,9.0,20.0,27.0,12.0,9.0,2.0,27.0,3.0,6.0,20.0,9.0,6.0,11.0,27.0,1,39.0,21.0,-0.017000000000000015,20.0,11.2,12.0,9.0,0,1
Philadelphia 76ers,26.2,35.0,47.0,32,50,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.333,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221,0,2006,0,0,0,0,0,East,2.5879999999999974,16.0,102.3,102.4,-0.1,0.538,3.7,21.9,16.5,0.463,0.353,16.8,0.526,0.621,0,11.0,8.2,-1.118,-0.382,1.146,13704.0,-3.533,-1.951219512195124,-0.0132097779925194,-2.5487804878048763,-1.3414634146341466,1429.1487804878047,16.0,19.0,24.0,23.0,26.0,16.0,23.0,23.0,20.0,21.0,26.0,8.0,24.0,29.0,21.0,22.0,20.0,26.0,5.0,0,42.0,24.0,-0.02100000000000002,24.0,8.2,20.0,9.0,0,1
New York Knicks,25.4,33.0,49.0,33,49,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.216,0.539,0.494,15.9,31.0,0.27,0.504,13.0,74.0,0.246,0,2006,0,0,0,0,0,East,3.387999999999998,25.0,100.3,105.3,-5.0,0.534,6.2,20.0,18.3,0.46,0.376,14.6,0.449,0.345,0,14.0,2.2,-0.95,-1.121,2.091,9729.0,-2.033,-6.402439024390233,-0.0303719680491956,2.8170731707317103,3.597560975609758,1424.831707317073,25.0,21.0,22.0,21.0,16.0,25.0,21.0,18.0,27.0,17.0,28.0,1.0,11.0,4.0,23.0,29.0,27.0,6.0,30.0,0,41.0,23.0,-0.010000000000000009,18.0,2.2,27.0,11.0,0,1
Charlotte Hornets,25.5,33.0,49.0,30,52,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,0.322,0.193,0.524,0.48,13.9,26.4,0.236,0.5,14.7,71.6,0.279,0,2006,0,0,0,0,0,East,3.2879999999999967,24.0,104.7,106.9,-2.2,0.543,5.9,23.7,15.8,0.465,0.363,16.7,0.487,0.467,0,14.0,5.2,-1.657,-0.121,1.327,10906.0,-2.367,-4.0,-0.0510150685956322,-4.231707317073166,-3.621951219512196,1411.1817073170732,24.0,21.0,27.0,25.0,26.0,20.0,26.0,26.0,25.0,28.0,24.0,5.0,17.0,8.0,25.0,27.0,30.0,29.0,1.0,0,46.0,28.0,-0.020000000000000018,22.0,5.2,25.0,11.0,0,1
Atlanta Hawks,24.1,30.0,52.0,27,55,-4.76,-0.1,-4.86,103.0,108.3,-5.3,90.0,0.346,0.163,0.523,0.471,15.1,29.2,0.263,0.503,14.5,70.9,0.268,0,2006,0,0,0,0,0,East,4.687999999999995,29.0,101.9,108.0,-6.0,0.533,4.5,20.9,17.3,0.466,0.376,16.6,0.5,0.3,0,11.0,4.0,-1.2,-1.218,1.575,13382.0,-4.833,-4.756097560975604,-0.0261882352634721,-0.1829268292682897,0.6951219512195124,1386.8560975609755,29.0,27.0,30.0,29.0,29.0,23.0,29.0,27.0,26.0,23.0,30.0,2.0,29.0,26.0,27.0,28.0,25.0,14.0,20.0,0,52.0,30.0,-0.03200000000000003,30.0,4.0,26.0,13.0,0,1
Milwaukee Bucks,26.0,28.0,54.0,29,53,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,0.286,0.219,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234,0,2006,0,0,0,0,0,East,2.7879999999999967,18.0,104.8,108.0,-3.2,0.553,6.8,23.0,16.1,0.48,0.368,16.7,0.386,0.31,1,11.0,9.0,-0.4,-0.109,1.144,13038.0,-1.967,-1.0365853658536537,-0.0117352067114704,0.853658536585364,0.1829268292682933,1385.989024390244,18.0,28.0,28.0,27.0,10.0,29.0,28.0,15.0,16.0,8.0,23.0,10.0,10.0,24.0,28.0,16.0,19.0,12.0,18.0,0,39.0,21.0,-0.018000000000000016,21.0,9.0,16.0,14.0,0,1
Boston Celtics,23.5,24.0,58.0,31,51,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92.0,0.337,0.199,0.53,0.479,15.4,27.0,0.259,0.502,14.5,73.8,0.28,0,2006,0,0,0,0,0,East,5.287999999999997,30.0,99.2,103.9,-4.7,0.52,6.1,21.2,17.6,0.468,0.354,16.3,0.302,0.355,0,11.0,8.9,-0.891,-0.027,1.146,10243.0,-3.067,-1.5365853658536537,0.0142241690969431,-0.4146341463414629,1.8170731707317085,1382.3048780487804,30.0,29.0,25.0,24.0,28.0,16.0,24.0,23.0,17.0,14.0,20.0,8.0,21.0,5.0,29.0,19.0,10.0,17.0,29.0,0,44.0,26.0,-0.02300000000000002,26.0,8.9,17.0,15.0,0,1
Dallas Mavericks,28.1,67.0,15.0,61,21,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.559,0.509,13.4,28.7,0.256,0.477,14.2,75.0,0.265,1,2006,1,1,0,1,1,West,0.6879999999999953,5.0,108.1,100.3,7.8,0.565,7.2,21.8,15.2,0.447,0.349,15.9,0.842,0.793,1,12.0,17.8,0.233,0.2,0.994,11502.0,-1.4,6.073170731707307,0.0206626028985795,3.8658536585365866,-0.4756097560975618,1704.3219512195121,5.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,1.0,12.0,25.0,6.0,10.0,1.0,3.0,8.0,3.0,12.0,1,7.0,1.0,0.03200000000000003,4.0,21.8,3.0,1.0,0,1
Phoenix Suns,27.6,61.0,21.0,59,23,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,1,2006,1,0,0,1,2,West,1.1879999999999953,7.0,111.9,104.3,7.6,0.588,9.8,26.5,14.9,0.457,0.363,15.5,0.622,0.733,1,10.0,17.5,0.17,-0.03,1.029,13664.0,-3.733,5.548780487804876,0.0466896586009568,-4.085365853658537,-1.585365853658537,1682.3707317073172,7.0,2.0,2.0,3.0,1.0,13.0,2.0,1.0,4.0,3.0,21.0,21.0,25.0,28.0,3.0,4.0,2.0,28.0,4.0,0,14.0,4.0,0.05900000000000005,1.0,22.5,2.0,2.0,0,1
San Antonio Spurs,30.4,58.0,24.0,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.471,14.0,75.7,0.201,1,2006,0,0,0,0,1,West,1.6120000000000019,11.0,108.1,96.4,11.8,0.569,8.0,24.4,15.3,0.443,0.334,15.8,0.5,0.793,1,12.0,18.5,-0.175,1.242,0.984,12105.0,-1.2,6.817073170731717,0.0560143361502334,1.1707317073170742,-0.1219512195121943,1687.4451219512196,11.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,6.0,1.0,26.0,4.0,14.0,2.0,1.0,1.0,9.0,14.0,1,7.0,1.0,0.050000000000000044,2.0,19.5,4.0,3.0,0,1
Houston Rockets,28.2,52.0,30.0,55,27,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77.0,0.23,1,2006,0,0,0,0,0,West,0.5879999999999974,3.0,105.6,100.1,5.5,0.545,9.3,22.4,15.3,0.429,0.351,15.3,0.542,0.633,0,12.0,8.4,-1.2,0.767,1.131,11599.0,-2.067,-1.5853658536585442,-0.0013889565565349,0.7682926829268268,1.2073170731707314,1615.8439024390243,3.0,5.0,4.0,4.0,15.0,3.0,5.0,17.0,19.0,23.0,3.0,11.0,12.0,12.0,4.0,20.0,17.0,13.0,22.0,1,18.0,5.0,0.032999999999999974,3.0,8.4,19.0,4.0,0,1
Utah Jazz,25.9,51.0,31.0,49,33,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,1,2006,0,0,0,0,0,West,2.887999999999998,21.0,105.9,103.9,2.0,0.545,4.6,26.4,16.7,0.455,0.355,16.1,0.565,0.533,0,12.0,7.0,-1.142,-0.308,1.471,11530.0,-3.9,-2.6341463414634063,-0.022467155480579,4.18292682926829,1.5121951219512209,1582.4853658536585,21.0,6.0,8.0,8.0,3.0,18.0,8.0,6.0,24.0,22.0,25.0,3.0,27.0,11.0,8.0,23.0,23.0,2.0,24.0,0,21.0,7.0,0.006000000000000005,11.0,7.0,24.0,5.0,0,1
Denver Nuggets,26.5,45.0,37.0,45,37,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.548,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,1,2006,0,0,0,0,0,West,2.2879999999999967,14.0,105.7,102.9,2.8,0.56,6.0,23.7,16.7,0.46,0.353,16.6,0.522,0.613,1,13.0,10.2,-0.923,0.154,1.049,11072.0,-1.533,0.2317073170731731,-0.0060779570990566,-0.5487804878048763,-1.304878048780486,1539.9841463414634,14.0,10.0,9.0,9.0,8.0,11.0,9.0,8.0,15.0,15.0,13.0,19.0,7.0,9.0,9.0,15.0,18.0,18.0,6.0,1,19.0,6.0,0.0020000000000000018,14.0,10.2,15.0,6.0,0,1
Los Angeles Lakers,25.3,42.0,40.0,41,41,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.333,0.259,0.554,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,1,2006,0,0,0,1,1,West,3.487999999999996,26.0,106.0,108.0,-2.0,0.552,7.7,23.4,16.1,0.461,0.358,15.3,0.5,0.429,1,11.0,14.0,-0.682,0.045,1.057,12791.0,-2.167,2.5,0.0079940884456323,2.024390243902438,-0.1829268292682915,1507.2585365853658,26.0,12.0,12.0,12.0,7.0,24.0,12.0,5.0,7.0,11.0,15.0,16.0,14.0,21.0,11.0,7.0,11.0,7.0,13.0,0,31.0,14.0,0.01100000000000001,9.0,18.0,5.0,7.0,0,1
Golden State Warriors,24.6,42.0,40.0,40,42,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.279,0.548,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,1,2006,0,0,0,0,0,West,4.187999999999995,27.0,105.9,103.3,2.6,0.555,8.5,23.7,15.9,0.462,0.366,18.5,0.513,0.607,0,12.0,8.8,-1.258,-0.042,1.114,12531.0,-2.9,-1.353658536585371,-0.0137428627070048,-2.2195121951219505,-1.2439024390243905,1503.658536585366,27.0,12.0,13.0,13.0,10.0,19.0,13.0,8.0,18.0,25.0,22.0,12.0,20.0,20.0,12.0,18.0,21.0,25.0,7.0,0,29.0,12.0,0.006000000000000005,11.0,8.8,18.0,7.0,0,1
LA Clippers,27.5,40.0,42.0,40,42,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.143,0.537,0.481,14.5,27.2,0.28,0.488,13.3,74.7,0.249,0,2006,0,0,0,0,1,West,1.2879999999999967,8.0,103.5,101.8,1.6,0.543,4.2,23.3,16.4,0.452,0.339,15.0,0.513,0.517,1,12.0,12.7,-0.942,0.6,1.055,12816.0,-2.4,1.5731707317073074,0.0175298299152291,2.9512195121951166,1.6097560975609753,1495.291463414634,8.0,16.0,14.0,14.0,19.0,10.0,14.0,19.0,9.0,16.0,6.0,17.0,18.0,22.0,14.0,11.0,9.0,5.0,25.0,1,29.0,12.0,-0.007000000000000006,16.0,13.7,9.0,9.0,0,1
New Orleans Hornets,26.4,39.0,43.0,36,46,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.291,0.188,0.52,0.479,13.6,29.1,0.215,0.499,13.2,74.7,0.212,0,2006,0,0,0,0,0,West,2.387999999999998,15.0,107.5,109.1,-1.7,0.546,6.0,20.4,15.7,0.457,0.355,14.8,0.571,0.483,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8170731707317174,-0.0388725031664631,-0.7439024390243887,-1.2439024390243905,1474.8329268292684,15.0,18.0,17.0,18.0,23.0,14.0,18.0,30.0,28.0,4.0,17.0,28.0,1.0,1.0,18.0,24.0,29.0,19.0,7.0,0,37.0,20.0,-0.020000000000000018,22.0,0.0,28.0,10.0,0,1
Sacramento Kings,27.3,33.0,49.0,36,46,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.232,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,0,2006,0,0,0,0,0,West,1.487999999999996,9.0,104.8,108.3,-3.5,0.554,6.7,21.1,15.1,0.472,0.365,16.9,0.386,0.355,1,10.0,11.2,-0.89,0.35,1.054,12257.0,-3.8,1.536585365853668,0.004527283396828,-1.5975609756097595,0.0,1450.4817073170732,9.0,21.0,19.0,19.0,14.0,22.0,19.0,11.0,12.0,13.0,9.0,18.0,26.0,15.0,19.0,12.0,14.0,23.0,16.0,0,36.0,18.0,-0.02200000000000002,25.0,11.2,12.0,11.0,0,1
Minnesota Timberwolves,27.7,32.0,50.0,30,52,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,0.291,0.167,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,0,2006,0,0,0,0,0,West,1.0879999999999974,6.0,99.0,108.3,-9.3,0.524,5.0,24.0,16.6,0.46,0.348,15.1,0.479,0.233,0,13.0,7.2,-1.877,0.262,1.292,10395.0,-3.1,-1.878048780487802,0.0061396527064611,-1.853658536585364,0.6097560975609753,1419.6731707317072,6.0,24.0,23.0,25.0,25.0,21.0,25.0,19.0,22.0,29.0,10.0,6.0,22.0,7.0,24.0,21.0,12.0,24.0,19.0,0,46.0,28.0,-0.008000000000000007,17.0,7.2,22.0,12.0,0,1
Portland Trail Blazers,24.4,32.0,50.0,29,53,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,0.314,0.193,0.53,0.483,14.5,28.2,0.241,0.508,13.5,73.0,0.267,0,2006,0,0,0,0,0,West,4.387999999999998,28.0,102.5,108.4,-5.9,0.535,5.7,20.4,16.6,0.471,0.361,15.2,0.524,0.357,0,12.0,-1.1,-1.358,-1.05,-0.727,9486.0,-3.333,-9.451219512195124,-0.0316145187325681,-4.695121951219512,1.7682926829268286,1410.3731707317072,28.0,24.0,26.0,28.0,19.0,26.0,27.0,23.0,30.0,27.0,27.0,30.0,23.0,3.0,26.0,30.0,28.0,30.0,28.0,0,45.0,27.0,-0.025000000000000022,27.0,-1.1,30.0,12.0,0,1
Seattle SuperSonics,25.9,31.0,51.0,33,49,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.288,0.219,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243,0,2006,0,0,0,0,0,West,2.887999999999998,21.0,104.2,108.4,-4.2,0.543,6.8,22.1,16.5,0.476,0.361,16.1,0.383,0.367,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.024390243902431,-0.0226599367310706,-0.8902439024390247,0.1707317073170742,1426.6646341463415,21.0,26.0,20.0,21.0,9.0,27.0,22.0,12.0,28.0,4.0,17.0,28.0,1.0,1.0,22.0,26.0,24.0,21.0,17.0,0,36.0,18.0,-0.016000000000000014,19.0,0.0,28.0,14.0,0,1
Memphis Grizzlies,26.2,22.0,60.0,27,55,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.211,0.555,0.504,15.2,25.9,0.285,0.529,14.0,71.1,0.237,0,2006,0,0,0,0,0,West,2.5879999999999974,16.0,105.3,111.3,-6.0,0.556,6.3,21.3,17.0,0.486,0.389,15.9,0.357,0.286,1,13.0,15.1,-1.285,0.623,1.106,12454.0,-1.8,3.69512195121952,0.0269062461379795,-1.4390243902439082,-0.963414634146341,1363.8878048780489,16.0,30.0,29.0,30.0,13.0,30.0,30.0,4.0,5.0,26.0,5.0,13.0,9.0,19.0,30.0,6.0,4.0,22.0,10.0,0,43.0,25.0,-0.025000000000000022,27.0,15.1,8.0,15.0,0,1
Detroit Pistons,28.5,64.0,18.0,60,22,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,1,2005,1,1,0,0,1,East,0.2879999999999967,3.0,104.8,100.8,3.9,0.524,7.7,27.1,12.8,0.452,0.325,15.8,0.718,0.71,1,13.0,14.7,-2.223,0.938,1.082,14189.0,-2.867,3.86585365853658,0.0106192706010901,3.804878048780488,-0.0243902439024399,1677.7463414634146,3.0,1.0,2.0,1.0,4.0,5.0,2.0,16.0,6.0,30.0,4.0,15.0,22.0,29.0,2.0,6.0,10.0,1.0,14.0,1,9.0,1.0,0.020000000000000018,7.0,15.7,6.0,1.0,0,1
Miami Heat,29.2,52.0,30.0,52,30,3.87,-0.27,3.59,108.7,104.5,4.2,91.6,0.363,0.227,0.556,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,1,2005,1,0,0,1,2,East,0.4120000000000026,4.0,106.2,101.8,4.5,0.559,6.5,22.2,15.6,0.44,0.361,13.9,0.524,0.655,1,10.0,17.0,0.09,0.68,1.029,13556.0,-2.5,6.524390243902431,0.0645381197477463,2.524390243902438,0.5121951219512191,1594.0939024390243,4.0,5.0,6.0,6.0,7.0,9.0,5.0,2.0,4.0,3.0,5.0,17.0,16.0,28.0,5.0,3.0,1.0,3.0,19.0,1,16.0,4.0,0.040000000000000036,3.0,22.0,3.0,2.0,0,1
Cleveland Cavaliers,27.1,50.0,32.0,48,34,2.23,-0.06,2.17,107.8,105.4,2.4,89.8,0.362,0.228,0.538,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,1,2005,0,0,0,0,1,East,1.6879999999999953,12.0,104.2,104.0,0.2,0.537,6.6,20.8,15.1,0.455,0.356,14.4,0.577,0.633,0,11.0,11.3,-1.182,0.009,1.133,13021.0,-3.0,0.7926829268292721,-0.0150057301366621,2.524390243902438,-0.8780487804878057,1565.4768292682927,12.0,6.0,8.0,8.0,9.0,14.0,8.0,12.0,11.0,24.0,13.0,11.0,24.0,27.0,7.0,14.0,21.0,3.0,12.0,0,23.0,8.0,0.0020000000000000018,15.0,12.3,9.0,3.0,0,1
Brooklyn Nets,28.6,49.0,33.0,45,37,1.37,-0.26,1.11,103.9,102.4,1.5,89.8,0.346,0.229,0.528,0.478,13.3,24.0,0.262,0.476,14.0,76.3,0.266,1,2005,0,0,0,0,0,East,0.18799999999999528,2.0,101.4,98.0,3.5,0.524,6.3,25.1,14.9,0.439,0.348,15.7,0.622,0.677,1,14.0,7.7,-1.771,0.414,1.403,10623.0,-3.867,-1.5,-0.017165717471023,-1.646341463414629,-1.451219512195122,1545.918292682927,2.0,7.0,13.0,13.0,25.0,3.0,13.0,22.0,19.0,28.0,11.0,3.0,28.0,7.0,10.0,19.0,24.0,24.0,6.0,1,28.0,12.0,0.0020000000000000018,15.0,7.7,19.0,4.0,0,1
Washington Wizards,26.5,42.0,40.0,46,36,1.85,-0.29,1.57,109.3,107.3,2.0,92.3,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,1,2005,0,0,0,0,0,East,2.2879999999999967,15.0,108.5,105.7,2.8,0.554,6.4,19.7,14.8,0.465,0.363,17.1,0.458,0.516,1,13.0,9.8,-0.731,-0.454,1.153,12109.0,-2.1,-0.3292682926829258,-0.0228337172478701,-0.2439024390243958,-1.6341463414634152,1527.208536585366,15.0,13.0,12.0,10.0,6.0,22.0,10.0,12.0,15.0,16.0,24.0,10.0,15.0,21.0,12.0,16.0,25.0,17.0,3.0,0,28.0,12.0,-0.020000000000000018,22.0,9.8,16.0,5.0,0,1
Indiana Pacers,27.3,41.0,41.0,47,35,1.89,-0.27,1.62,104.5,102.4,2.1,89.7,0.344,0.245,0.533,0.487,14.8,27.1,0.254,0.464,13.0,72.6,0.232,1,2005,0,0,0,0,0,East,1.487999999999996,10.0,102.6,102.2,0.4,0.531,7.2,21.8,16.8,0.435,0.343,14.9,0.404,0.455,1,14.0,11.7,0.021,0.471,0.812,9753.0,0.2,0.7560975609756042,0.0053926509316296,-1.2439024390243958,0.3780487804878039,1524.3,10.0,14.0,10.0,9.0,21.0,3.0,9.0,21.0,10.0,4.0,9.0,27.0,1.0,3.0,13.0,15.0,11.0,20.0,18.0,1,24.0,10.0,0.022999999999999965,5.0,11.7,12.0,6.0,0,1
Chicago Bulls,24.1,41.0,41.0,43,39,0.63,-0.12,0.51,104.0,103.4,0.6,92.9,0.292,0.219,0.527,0.487,13.9,26.3,0.216,0.464,13.9,74.7,0.295,1,2005,0,0,0,0,0,East,4.687999999999995,29.0,102.4,99.5,2.8,0.528,7.2,23.2,15.8,0.426,0.351,15.8,0.547,0.6,1,12.0,11.2,-1.092,1.15,0.902,11060.0,-0.533,1.060975609756099,0.0177522022076787,1.085365853658537,1.2073170731707314,1507.65,29.0,14.0,14.0,14.0,23.0,7.0,14.0,23.0,12.0,23.0,3.0,25.0,8.0,12.0,15.0,12.0,8.0,11.0,23.0,1,30.0,14.0,0.022999999999999965,5.0,11.2,13.0,6.0,0,1
Milwaukee Bucks,25.5,40.0,42.0,38,44,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,0.322,0.203,0.535,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,1,2005,0,0,0,0,0,East,3.2879999999999967,23.0,107.3,107.5,-0.2,0.556,6.6,23.1,15.7,0.466,0.354,15.5,0.519,0.433,0,11.0,5.1,-0.345,-0.455,1.098,12043.0,-1.533,-2.9878048780487774,-0.0239764773829432,0.5121951219512226,0.7926829268292686,1480.291463414634,23.0,17.0,16.0,16.0,13.0,23.0,16.0,16.0,26.0,11.0,25.0,14.0,13.0,20.0,16.0,25.0,26.0,14.0,22.0,0,36.0,19.0,-0.01200000000000001,19.0,5.1,26.0,8.0,0,1
